,Subj_id,estimates,timeToEstimate,RT,accuracy,set_size,search_type
0,0,0.7294117647058824,1.6674319999998262,0.839905999999668,1.0,2,orientation
1,0,0.7294117647058824,1.6674319999998262,0.8519769999998098,1.0,2,orientation
2,0,0.7294117647058824,1.6674319999998262,0.5676949999998324,1.0,2,orientation
3,0,0.7679144385026739,3.917123000000109,0.25620699999973295,0.0,4,orientation
4,0,0.7679144385026739,3.917123000000109,0.4303129999998782,0.0,4,orientation
5,0,0.7679144385026739,3.917123000000109,0.769964999999851,1.0,4,orientation
6,0,0.14759358288770041,3.5671279999997934,0.4286549999998533,1.0,8,orientation
7,0,0.14759358288770041,3.5671279999997934,0.2886120000000228,0.0,8,orientation
8,0,0.14759358288770041,3.5671279999997934,0.7747999999999884,1.0,8,orientation
9,0,0.39572192513368964,2.3505859999997774,0.5900200000000477,1.0,2,color
10,0,0.39572192513368964,2.3505859999997774,1.4034359999998705,1.0,2,color
11,0,0.39572192513368964,2.3505859999997774,0.45826699999984705,1.0,2,color
12,0,0.7893048128342243,4.550802000000054,0.359630999999732,1.0,4,color
13,0,0.7893048128342243,4.550802000000054,0.4831769999997632,1.0,4,color
14,0,0.7893048128342243,4.550802000000054,0.37869799999982934,1.0,4,color
15,0,1.1914438502673796,11.033694999999847,0.4557859999999055,1.0,8,color
16,0,1.1914438502673796,11.033694999999847,0.4679429999999702,1.0,8,color
17,0,1.1914438502673796,11.033694999999847,0.4012870000000985,1.0,8,color
18,0,0.9176470588235293,4.1838650000000195,0.6167649999998684,1.0,2,conjunction
19,0,0.9176470588235293,4.1838650000000195,0.508401999999769,1.0,2,conjunction
20,0,0.9176470588235293,4.1838650000000195,0.4424949999998207,1.0,2,conjunction
21,0,1.0588235294117645,1.833917999999976,0.570810999999696,1.0,4,conjunction
22,0,1.0588235294117645,1.833917999999976,0.8595449999997509,1.0,4,conjunction
23,0,1.0588235294117645,1.833917999999976,0.7488379999998142,1.0,4,conjunction
24,0,0.883422459893048,6.300424000000057,1.0831649999999209,1.0,8,conjunction
25,0,0.883422459893048,6.300424000000057,1.354558999999892,0.0,8,conjunction
26,0,0.883422459893048,6.300424000000057,1.0229269999999087,1.0,8,conjunction
